,alpha,beta,gamma,tau,scf_cc,nn_scf_cc
783,25,0.43,26,0.59,1.495663464,1.4748516
784,38,0.29,30,0.58,2.247854269,2.2068472
785,23,0.52,24,1,1.839701679,1.8115613
786,37,0.27,26,0.77,3.812790834,3.7159545
787,24,0.57,9,0.82,2.394838755,2.445746
788,30,0.45,30,0.74,1.569844002,1.5313015
789,29,0.21,29,0.56,3.44588251,3.4708047
790,23,0.35,24,0.84,3.033371432,3.0973766
791,30,0.47,29,0.73,1.491987769,1.4841487
792,38,0.41,31,0.6,1.405794749,1.3674453
793,27,0.33,32,0.51,1.514068777,1.5168312
794,15,0.59,9,0.91,2.529612824,2.5920894
795,9,0.45,15,0.73,3.168308037,3.0255482
796,17,0.45,28,0.62,1.654061135,1.7864757
797,22,0.44,17,0.65,2.108007692,2.086313
798,37,0.47,18,0.84,2.39426959,2.377755
799,18,0.34,16,0.87,3.917597422,3.9779503
800,22,0.3,23,0.57,2.523090402,2.5102255
801,22,0.51,13,0.59,1.832292854,1.8481445
802,9,0.21,21,0.63,4.611175855,4.26429
803,28,0.24,12,0.94,4.700863121,4.790741
804,34,0.36,16,0.75,3.198729996,3.2195694
805,6,0.57,13,0.87,3.819200115,3.752859
806,18,0.4,13,0.89,3.579981844,3.562369
807,31,0.47,27,0.79,1.645433139,1.6374404
808,17,0.42,22,0.95,2.846681996,2.8962708
809,37,0.33,31,0.63,1.954285411,1.9599965
810,29,0.37,20,0.83,3.116374012,3.100894
811,23,0.21,23,0.51,3.353463817,3.327511
812,27,0.34,10,0.9,3.962816171,3.8413978
813,22,0.49,14,0.94,2.929086453,2.901908
814,34,0.26,20,0.97,5.234143563,5.0447674
815,7,0.23,10,0.7,3.953401717,3.7343774
816,30,0.46,20,0.74,2.030542226,2.0038388
817,40,0.35,26,0.91,3.116854762,3.167925
818,18,0.4,24,0.5,1.524118061,1.5604943
819,29,0.56,20,0.75,1.583328457,1.5598811
820,11,0.56,21,0.71,2.473212326,2.3479724
821,22,0.39,14,0.83,3.387594421,3.3804398
822,31,0.33,20,0.74,3.201871795,3.192218
823,26,0.24,30,0.69,3.671848276,3.6224697
824,24,0.43,24,0.67,1.771048778,1.8100278
825,28,0.21,18,0.96,6.402711901,5.618054
826,12,0.5,26,0.56,2.270223481,2.246786
827,25,0.5,32,0.86,1.435806789,1.3886647
828,33,0.55,16,0.89,2.165456353,2.1949167
829,14,0.3,28,0.91,4.572946199,4.7363396
830,4,0.2,14,0.81,4.588157648,4.6007037
831,26,0.35,30,0.85,2.560112429,2.5034194
832,6,0.51,10,0.98,4.063659917,3.6769357
833,30,0.27,24,0.7,3.55714091,3.495006
834,20,0.46,12,0.82,2.935032077,2.9504492
835,19,0.27,21,0.61,3.207814809,3.1457548
836,19,0.57,13,0.93,2.43338434,2.4898868
837,18,0.32,20,0.53,2.323450744,2.3037589
838,19,0.29,9,0.7,3.507572291,3.4290571
839,31,0.28,26,0.7,3.270724071,3.184367
840,4,0.22,9,0.74,3.690929691,3.6654887
841,18,0.34,11,0.75,3.525251448,3.48005
842,15,0.55,10,0.72,2.192928057,2.2411892
843,39,0.21,31,0.5,2.94347714,2.9741948
844,9,0.54,20,0.62,2.76957086,2.5820076
845,34,0.32,14,0.66,3.254013986,3.260303
846,11,0.24,13,0.77,4.401747188,4.5268087
847,35,0.4,22,0.91,2.848663598,2.8045583
848,28,0.36,23,0.57,1.971054073,1.9322064
849,9,0.51,24,0.99,5.070962654,4.3339696
850,33,0.56,32,0.84,1.342981038,1.2823553
851,24,0.49,31,0.64,1.336859769,1.3370723
852,10,0.23,22,0.96,6.474444584,6.0626583
853,36,0.31,11,0.58,3.958480737,3.0396614
854,39,0.46,31,0.86,1.582528517,1.4929774
855,6,0.57,20,0.64,3.842484397,3.5139132
856,33,0.21,32,0.5,2.898108672,2.9222147
857,28,0.43,22,0.93,2.587656588,2.5336764
858,4,0.56,28,0.99,6.931026539,6.9804063
859,10,0.27,22,0.86,5.458372265,5.2089925
860,20,0.28,16,0.67,3.612555878,3.6364822
861,20,0.56,22,0.79,1.554831495,1.4853351
862,31,0.47,26,0.59,1.37969151,1.3457391
863,9,0.43,32,1,6.499347472,5.4964547
864,29,0.54,10,0.8,2.465791053,2.49408
865,22,0.23,8,0.79,3.593057512,3.6764736
866,40,0.46,15,0.54,1.780786208,1.7394181
867,38,0.25,21,0.7,3.982160577,3.9258208
868,11,0.38,20,0.73,3.342801522,3.2115445
869,16,0.42,26,0.67,1.988720962,2.1064517
870,10,0.44,27,0.77,4.073400222,3.679174
871,18,0.44,27,0.91,2.217818783,2.2999613
872,9,0.21,20,0.75,5.33810221,5.0283103
873,25,0.45,9,0.57,2.255609057,2.2334836
874,12,0.29,16,0.94,4.933514942,4.8983717
875,14,0.31,29,0.82,3.956350732,4.0965095
876,7,0.5,18,0.74,3.829838731,3.4045277
877,18,0.47,18,0.76,2.188926864,2.2055876
878,20,0.43,16,0.57,1.96826111,1.9441857
879,34,0.2,22,0.91,5.830945497,5.8371816
880,21,0.55,13,0.67,1.878132578,1.8954759
881,6,0.34,27,0.86,5.716517381,5.3315096
882,37,0.28,9,0.85,3.89997724,3.821394
883,9,0.27,18,0.92,5.622182011,5.2876577
884,4,0.3,28,0.87,5.619423626,5.709549
885,39,0.25,27,0.81,4.356456497,4.2288523
886,8,0.34,19,0.67,3.864527194,3.51628
887,33,0.51,23,0.57,1.336426831,1.3071169
888,7,0.22,9,0.61,3.543128975,3.356729
889,5,0.43,23,0.64,4.02869161,4.041288
890,33,0.57,18,0.83,1.784192279,1.8279278
891,20,0.37,11,0.96,4.025921761,3.9549782
892,7,0.48,29,0.72,5.017204402,4.446891
893,30,0.5,25,0.71,1.510814171,1.4827368
894,39,0.3,18,0.78,3.869017292,3.9299755
895,39,0.57,18,0.89,1.877603154,1.9329307
896,35,0.25,25,0.76,4.183381793,4.043361
897,9,0.46,28,0.93,5.505477289,4.6981726
898,10,0.3,13,0.87,4.522063393,4.5616016
899,6,0.35,19,0.89,5.36806174,4.874121
900,25,0.31,9,0.73,3.51343224,3.4418542
901,29,0.46,19,0.62,1.772832951,1.6678035
902,33,0.21,8,0.95,3.689294354,3.7126303
903,29,0.3,10,0.59,3.14305162,3.0862591
904,36,0.3,29,0.51,1.893264891,1.9465239
905,30,0.4,16,0.84,3.186799018,3.1398556
906,19,0.51,18,0.74,1.899460373,1.9353888
907,9,0.52,23,0.79,3.937540511,3.4447465
908,30,0.42,19,0.69,2.223963952,2.1603754
909,38,0.49,30,0.73,1.410284911,1.4130614
910,16,0.23,22,0.84,5.139646736,5.036828
911,19,0.4,32,0.52,1.408114542,1.5618718
912,24,0.47,25,0.65,1.511741352,1.4588257
913,18,0.4,23,0.7,2.164933887,2.1787295
914,27,0.52,14,0.68,1.974307652,1.9695816
915,24,0.49,30,0.52,1.226820881,1.2620621
916,11,0.39,27,0.69,3.418264004,3.2155712
917,19,0.2,28,0.5,3.288254432,3.3602395
918,33,0.52,10,0.68,2.214804785,2.1867478
919,17,0.2,20,0.84,5.432098402,5.396519
920,4,0.49,22,0.78,4.986210062,5.0898542
921,9,0.37,14,0.79,3.903491051,3.8109934
922,5,0.27,13,0.8,4.548328379,4.429989
923,37,0.47,30,0.91,1.633464073,1.5328581
924,22,0.45,27,0.93,2.000037111,1.9496603
925,35,0.27,10,0.53,3.067074463,3.0166228
926,16,0.39,29,0.64,2.037312297,2.188516
927,13,0.28,30,0.76,4.2757914,4.3448987
928,35,0.3,10,0.97,4.296919998,4.2117906
929,20,0.58,21,0.78,1.518129678,1.4703692
930,19,0.36,17,0.82,3.437721971,3.444674
931,24,0.43,23,0.7,1.906447406,1.9501688
932,17,0.23,26,0.53,3.124251617,3.1123576
933,6,0.27,16,0.73,4.553254695,4.272274
934,25,0.36,24,0.75,2.580781033,2.5586553
935,13,0.56,11,0.7,2.057743846,2.071069
936,23,0.35,13,0.69,3.182592096,3.1859286
937,17,0.59,14,0.6,1.509295867,1.4779713
938,18,0.22,28,0.5,2.980040162,3.0725927
939,14,0.32,12,0.81,3.907189544,3.9725137
940,17,0.42,14,0.85,3.209557615,3.1931512
941,7,0.37,32,0.97,6.808828254,6.1872067
942,18,0.28,32,0.9,4.096682464,4.3200083
943,32,0.39,32,0.71,1.699738901,1.6847138
944,19,0.36,17,0.76,3.179476491,3.1448953
945,19,0.48,12,0.53,1.839587387,1.8557303
946,28,0.24,9,0.76,3.770750669,3.7265909
947,24,0.41,17,0.66,2.344525347,2.2974517
948,10,0.41,21,0.63,2.961158117,2.7462595
949,11,0.29,23,0.82,4.821415353,4.731363
950,23,0.6,27,0.67,1.288979481,1.3230091
951,14,0.39,8,0.97,3.635460352,3.7444828
952,40,0.52,29,0.8,1.413505344,1.3967851
953,35,0.24,12,0.94,4.699254842,4.72617
954,30,0.34,28,0.76,2.522618698,2.5314724
955,10,0.57,17,0.88,2.928616044,2.8700538
956,30,0.6,27,0.93,1.327360032,1.3063424
957,14,0.26,24,0.61,3.438293796,3.4946635
958,25,0.28,28,0.91,4.186243907,4.0446053
959,20,0.52,24,0.69,1.482636337,1.4341507
960,24,0.53,29,0.79,1.397991166,1.3953106
961,32,0.34,21,0.65,2.60831954,2.571067
962,23,0.57,25,0.7,1.351202885,1.3461792
963,17,0.2,23,0.53,3.663253855,3.6743648
964,32,0.55,16,0.62,1.575056813,1.5360055
965,9,0.58,18,0.95,3.6328144,3.344209
966,13,0.28,11,0.62,3.408142029,3.4096265
967,21,0.57,15,0.91,2.197809447,2.268883
968,34,0.52,16,0.74,1.98436426,1.9612377
969,19,0.38,24,0.86,2.775869137,2.7228723
970,33,0.25,23,0.87,4.866927322,4.6034307
971,20,0.31,20,0.99,4.564295729,4.613403
972,6,0.2,20,0.67,4.799148952,4.543231
973,20,0.29,19,0.68,3.440141124,3.4479494
974,37,0.47,23,0.63,1.54791109,1.4635192
,,,,,7.450771937,
